,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
9180,Air India,Kolkata,Banglore,2 stops,2019,1,4,12,0,morning,2022,4,2,18,30,evening,9259,No info
9181,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,13,0,After noon,2022,2,16,19,0,evening,10263,In-flight meal not included
9182,Air India,Banglore,New Delhi,4 stops,2019,1,3,5,50,early morning,2022,3,2,11,20,morning,17687,Change airports
9183,IndiGo,Kolkata,Banglore,non-stop,2019,3,4,15,15,After noon,2022,2,16,17,45,evening,4175,No info
9184,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,10,20,morning,2022,5,22,1,30,late night,7486,No info
9185,Air India,Kolkata,Banglore,2 stops,2019,5,18,8,20,early morning,2022,5,19,11,10,morning,11223,No info
9186,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,17,0,evening,2022,5,2,21,5,night,12122,No info
9187,Air India,Kolkata,Banglore,2 stops,2019,5,21,8,20,early morning,2022,2,16,18,30,evening,10698,No info
9188,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,11,30,morning,2022,2,16,19,0,evening,12374,In-flight meal not included
9189,SpiceJet,Kolkata,Banglore,1 stop,2019,5,21,8,35,early morning,2022,2,16,17,15,evening,6382,No info
9190,Jet Airways,Delhi,Cochin,2 stops,2019,6,3,17,55,evening,2022,3,8,4,25,late night,17073,No info
9192,IndiGo,Banglore,Delhi,non-stop,2019,5,24,18,25,evening,2022,2,16,21,20,night,4824,No info
9193,Air India,Delhi,Cochin,1 stop,2019,3,3,9,45,morning,2022,2,16,23,0,night,27283,No info
9194,IndiGo,Mumbai,Hyderabad,non-stop,2019,12,6,20,5,evening,2022,2,16,21,40,night,2228,No info
9195,IndiGo,Banglore,New Delhi,non-stop,2019,9,3,0,40,late night,2022,2,16,3,25,late night,4546,No info
9196,IndiGo,Kolkata,Banglore,non-stop,2019,3,21,17,15,evening,2022,2,16,19,55,evening,4149,No info
9197,IndiGo,Kolkata,Banglore,non-stop,2019,12,3,15,10,After noon,2022,2,16,17,45,evening,4149,No info
9198,Air India,Banglore,New Delhi,2 stops,2019,3,21,8,15,early morning,2022,3,19,11,20,morning,7643,No info
9199,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,16,0,After noon,2022,6,4,12,35,morning,10263,In-flight meal not included
9200,Jet Airways,Banglore,Delhi,non-stop,2019,5,24,8,20,early morning,2022,2,16,11,20,morning,4031,In-flight meal not included
9201,IndiGo,Delhi,Cochin,non-stop,2019,6,27,14,25,After noon,2022,2,16,17,40,evening,5001,No info
9202,SpiceJet,Delhi,Cochin,1 stop,2019,9,6,8,45,early morning,2022,2,16,13,15,After noon,5265,No info
9203,Jet Airways,Banglore,Delhi,non-stop,2019,1,6,18,55,evening,2022,2,16,22,0,night,7230,In-flight meal not included
9204,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,8,0,early morning,2022,2,16,19,0,evening,10578,In-flight meal not included
9205,Air India,Kolkata,Banglore,2 stops,2019,5,24,5,50,early morning,2022,5,25,8,55,early morning,12724,No info
9206,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,21,50,night,2022,6,2,4,25,late night,14715,No info
9207,Jet Airways,Delhi,Cochin,1 stop,2019,3,21,2,15,late night,2022,3,22,4,25,late night,7439,In-flight meal not included
9208,Air India,Kolkata,Banglore,1 stop,2019,5,15,20,30,evening,2022,5,16,20,25,evening,10204,No info
9209,Air Asia,Kolkata,Banglore,non-stop,2019,3,27,22,50,night,2022,3,28,1,20,late night,3783,No info
9211,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,19,0,evening,2022,5,16,1,30,late night,8074,No info
9212,IndiGo,Kolkata,Banglore,non-stop,2019,9,5,15,30,After noon,2022,2,16,18,5,evening,4805,No info
9213,IndiGo,Kolkata,Banglore,1 stop,2019,9,5,7,10,early morning,2022,2,16,12,40,morning,4865,No info
9214,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,6,40,early morning,2022,2,16,18,50,evening,15136,No info
9215,Air India,Kolkata,Banglore,1 stop,2019,6,6,16,50,After noon,2022,6,7,11,10,morning,8367,No info
9217,Air India,Banglore,Delhi,non-stop,2019,6,15,17,0,evening,2022,2,16,19,45,evening,7172,No info
9218,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,9,35,morning,2022,2,16,21,5,night,12122,No info
9219,Air India,Delhi,Cochin,2 stops,2019,12,6,10,55,morning,2022,2,16,19,15,evening,11754,No info
9220,IndiGo,Banglore,New Delhi,1 stop,2019,1,3,5,15,early morning,2022,2,16,10,0,morning,8065,No Info
9221,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,15,0,After noon,2022,6,7,19,0,evening,10263,In-flight meal not included
9222,IndiGo,Chennai,Kolkata,non-stop,2019,3,5,22,5,night,2022,5,4,0,25,late night,5278,No info
9223,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,17,45,evening,2022,2,16,20,45,evening,8017,No info
9224,Air India,Mumbai,Hyderabad,2 stops,2019,12,3,5,30,early morning,2022,2,16,14,50,After noon,11343,No info
9225,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,6,30,early morning,2022,6,13,4,40,late night,7595,In-flight meal not included
9226,Air Asia,Banglore,Delhi,non-stop,2019,3,6,11,10,morning,2022,2,16,13,55,After noon,4484,No info
9227,Jet Airways,Delhi,Cochin,2 stops,2019,5,18,20,0,evening,2022,5,19,4,25,late night,16264,No info
9228,Air India,Kolkata,Banglore,2 stops,2019,12,5,10,0,morning,2022,5,13,1,20,late night,13244,No info
9229,Jet Airways,Banglore,Delhi,non-stop,2019,12,6,6,0,early morning,2022,2,16,8,45,early morning,6479,In-flight meal not included
9230,Jet Airways,Delhi,Cochin,1 stop,2019,6,3,23,5,night,2022,3,7,4,25,late night,15765,No info
9231,Air India,Kolkata,Banglore,2 stops,2019,3,4,9,10,morning,2022,4,4,4,40,late night,4648,No info
9232,Jet Airways,Banglore,Delhi,non-stop,2019,3,6,19,50,evening,2022,2,16,22,50,night,8017,No info
9233,Air India,Kolkata,Banglore,non-stop,2019,12,6,20,45,evening,2022,2,16,23,20,night,4146,No info
9234,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,7,30,early morning,2022,2,16,21,0,night,8056,No info
9235,Air India,Delhi,Cochin,2 stops,2019,5,18,17,15,evening,2022,5,19,19,15,evening,12410,No info
9236,IndiGo,Kolkata,Banglore,non-stop,2019,3,24,9,35,morning,2022,2,16,12,20,morning,6039,No info
9237,Air Asia,Kolkata,Banglore,non-stop,2019,5,21,22,50,night,2022,5,22,1,20,late night,4108,No info
9239,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,22,50,night,2022,3,2,23,0,night,25736,No info
9240,Air India,Kolkata,Banglore,2 stops,2019,6,6,9,25,morning,2022,6,7,1,20,late night,11459,No info
9241,Air Asia,Delhi,Cochin,1 stop,2019,4,24,16,45,After noon,2022,2,16,22,25,night,6153,No info
9242,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,21,10,night,2022,6,10,23,35,night,10845,In-flight meal not included
9243,Vistara,Chennai,Kolkata,non-stop,2019,5,24,17,45,evening,2022,2,16,20,5,evening,11983,No info
9244,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,6,30,early morning,2022,2,16,16,20,After noon,13942,No info
9245,IndiGo,Delhi,Cochin,1 stop,2019,3,27,14,20,After noon,2022,2,16,22,20,night,6939,No info
9246,Jet Airways,Delhi,Cochin,2 stops,2019,6,27,13,25,After noon,2022,6,28,19,0,evening,15340,No info
9247,Jet Airways,Delhi,Cochin,2 stops,2019,3,3,5,25,early morning,2022,3,4,18,50,evening,20065,No info
9248,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,14,55,After noon,2022,2,16,22,30,night,6094,In-flight meal not included
9249,Multiple carriers Premium economy,Delhi,Cochin,1 stop,2019,3,21,19,0,evening,2022,3,22,1,35,late night,10886,No info
9250,Air India,Delhi,Cochin,1 stop,2019,1,6,13,30,After noon,2022,2,16,23,0,night,8908,No info
9251,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,6,30,early morning,2022,2,16,20,45,evening,9664,In-flight meal not included
9252,IndiGo,Delhi,Cochin,1 stop,2019,4,27,5,5,early morning,2022,2,16,12,10,morning,7161,No info
9253,Multiple carriers Premium economy,Delhi,Cochin,1 stop,2019,3,21,7,30,early morning,2022,2,16,15,30,After noon,11270,No info
9254,Jet Airways,Mumbai,Hyderabad,non-stop,2019,1,4,19,35,evening,2022,2,16,21,5,night,5679,No info
9255,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,27,2,55,late night,2022,2,16,4,20,late night,5679,No info
9256,Air India,Delhi,Cochin,1 stop,2019,6,6,9,45,morning,2022,2,16,23,0,night,8908,No info
9257,Jet Airways,Mumbai,Hyderabad,non-stop,2019,6,27,2,55,late night,2022,2,16,4,20,late night,3211,In-flight meal not included
9258,Air India,Banglore,Delhi,non-stop,2019,5,15,6,10,early morning,2022,2,16,8,55,early morning,6962,No info
9259,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,14,5,After noon,2022,3,7,8,15,early morning,14816,No info
9260,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,20,25,evening,2022,5,7,22,5,night,11468,No info
9262,GoAir,Delhi,Cochin,1 stop,2019,3,6,14,25,After noon,2022,2,16,19,35,evening,9070,No info
9263,SpiceJet,Kolkata,Banglore,1 stop,2019,1,5,15,5,After noon,2022,2,16,20,20,evening,4650,No info
9264,IndiGo,Banglore,Delhi,non-stop,2019,3,6,18,25,evening,2022,2,16,21,20,night,4824,No info
9265,Air India,Kolkata,Banglore,1 stop,2019,5,21,14,35,After noon,2022,5,22,14,35,After noon,6529,No info
9266,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,5,45,early morning,2022,2,16,12,25,morning,22271,No info
9267,Jet Airways,Delhi,Cochin,2 stops,2019,9,3,10,45,morning,2022,3,10,4,25,late night,15655,In-flight meal not included
9268,Vistara,Kolkata,Banglore,1 stop,2019,1,4,20,20,evening,2022,4,2,22,55,night,7771,No info
9269,IndiGo,Kolkata,Banglore,non-stop,2019,3,5,4,40,late night,2022,2,16,7,15,early morning,4805,No info
9270,Jet Airways,Delhi,Cochin,2 stops,2019,6,15,19,30,evening,2022,6,16,12,35,morning,10369,In-flight meal not included
9271,IndiGo,Delhi,Cochin,non-stop,2019,3,3,21,5,night,2022,3,4,0,20,late night,7674,No info
9272,IndiGo,Delhi,Cochin,non-stop,2019,4,21,5,35,early morning,2022,2,16,8,50,early morning,6016,No info
9273,IndiGo,Kolkata,Banglore,non-stop,2019,4,24,11,30,morning,2022,2,16,14,5,After noon,4805,No info
9274,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,20,0,evening,2022,5,16,8,15,early morning,13942,No info
9275,Air Asia,Kolkata,Banglore,1 stop,2019,9,5,19,55,evening,2022,2,16,23,30,night,5163,No info
9276,Air India,Banglore,New Delhi,1 stop,2019,9,3,11,5,morning,2022,2,16,22,45,night,10658,No info
9277,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,16,30,After noon,2022,2,16,23,35,night,14782,No info
9278,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,4,19,5,evening,2022,2,16,20,35,evening,2755,No info
9279,Air India,Banglore,New Delhi,2 stops,2019,12,3,6,50,early morning,2022,2,16,22,55,night,11475,No info
9280,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,18,55,evening,2022,5,19,8,15,early morning,7758,In-flight meal not included
9281,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,4,2,55,late night,2022,2,16,4,20,late night,2229,In-flight meal not included
9282,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,8,0,early morning,2022,3,16,8,15,early morning,10406,In-flight meal not included
9283,GoAir,Banglore,Delhi,non-stop,2019,6,27,7,45,early morning,2022,2,16,10,40,morning,3420,No info
9284,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,17,30,evening,2022,6,10,12,35,morning,10263,In-flight meal not included
9285,Air India,Mumbai,Hyderabad,non-stop,2019,9,6,13,55,After noon,2022,2,16,15,25,After noon,3101,No info
9286,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,2,15,late night,2022,3,10,4,25,late night,11849,In-flight meal not included
9287,Air India,Delhi,Cochin,1 stop,2019,9,4,20,30,evening,2022,4,10,8,15,early morning,5684,No info
9288,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,8,25,early morning,2022,5,10,12,0,morning,9664,In-flight meal not included
9289,Jet Airways,Banglore,Delhi,non-stop,2019,4,24,19,50,evening,2022,2,16,22,50,night,4545,In-flight meal not included
9290,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,27,2,55,late night,2022,2,16,4,20,late night,4051,In-flight meal not included
9291,Vistara,Kolkata,Banglore,1 stop,2019,9,5,20,20,evening,2022,5,10,9,5,morning,9188,No info
9292,Vistara,Kolkata,Banglore,1 stop,2019,1,4,20,20,evening,2022,4,2,20,20,evening,8453,No info
9293,Air India,Kolkata,Banglore,2 stops,2019,5,18,9,25,morning,2022,5,19,1,20,late night,11669,No info
9294,Air India,Delhi,Cochin,2 stops,2019,9,6,14,25,After noon,2022,6,10,19,15,evening,13382,No info
9295,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,7,0,early morning,2022,2,16,21,0,night,8074,No info
9296,Air Asia,Kolkata,Banglore,non-stop,2019,1,3,10,20,morning,2022,2,16,12,55,morning,5621,No info
9297,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,14,5,After noon,2022,6,13,4,40,late night,12740,No info
9298,Air Asia,Kolkata,Banglore,non-stop,2019,3,5,19,55,evening,2022,2,16,22,25,night,5990,No info
9299,Air India,Kolkata,Banglore,1 stop,2019,5,21,9,25,morning,2022,5,22,7,55,early morning,8892,No info
9300,Jet Airways,Banglore,Delhi,non-stop,2019,4,27,19,50,evening,2022,2,16,22,50,night,4545,In-flight meal not included
9301,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,16,0,After noon,2022,6,7,19,0,evening,10263,In-flight meal not included
9302,Vistara,Kolkata,Banglore,1 stop,2019,5,21,17,0,evening,2022,5,22,20,20,evening,9346,No info
9303,Vistara,Banglore,New Delhi,non-stop,2019,1,3,19,40,evening,2022,2,16,22,20,night,21731,No info
9304,IndiGo,Delhi,Cochin,1 stop,2019,6,15,9,15,morning,2022,2,16,21,0,night,6839,No info
9305,Air India,Mumbai,Hyderabad,1 stop,2019,12,3,21,0,night,2022,3,13,19,25,evening,10944,No info
9306,IndiGo,Banglore,Delhi,non-stop,2019,6,18,4,0,late night,2022,2,16,6,50,early morning,3944,No info
9307,SpiceJet,Banglore,Delhi,non-stop,2019,6,18,5,55,early morning,2022,2,16,8,35,early morning,3574,No check-in baggage included
9308,SpiceJet,Kolkata,Banglore,non-stop,2019,5,15,9,0,morning,2022,2,16,11,25,morning,3842,No check-in baggage included
9309,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,9,45,morning,2022,2,16,18,10,evening,9647,No info
9310,Air India,Delhi,Cochin,non-stop,2019,3,18,18,5,evening,2022,2,16,21,10,night,4730,No info
9311,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,22,50,night,2022,3,7,9,30,morning,17262,No info
9312,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,14,5,After noon,2022,5,2,10,5,morning,13942,No info
9313,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,21,10,night,2022,5,22,12,0,morning,10845,In-flight meal not included
9314,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,18,55,evening,2022,3,25,16,20,After noon,14232,No info
9315,Jet Airways,Delhi,Cochin,1 stop,2019,12,6,13,0,After noon,2022,2,16,19,0,evening,14715,No info
9316,SpiceJet,Delhi,Cochin,1 stop,2019,3,21,8,45,early morning,2022,2,16,13,15,After noon,6461,No info
9317,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,20,25,evening,2022,5,2,23,35,night,11468,No info
9318,IndiGo,Banglore,Delhi,non-stop,2019,3,5,0,30,late night,2022,2,16,3,25,late night,3944,No info
9319,IndiGo,Kolkata,Banglore,1 stop,2019,4,15,15,15,After noon,2022,2,16,20,5,evening,4776,No info
9320,SpiceJet,Kolkata,Banglore,non-stop,2019,6,4,9,0,morning,2022,2,16,11,25,morning,3842,No check-in baggage included
9321,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,11,40,morning,2022,3,16,7,40,early morning,12285,No info
9322,IndiGo,Kolkata,Banglore,non-stop,2019,9,6,17,15,evening,2022,2,16,19,50,evening,4805,No info
9323,Jet Airways,Delhi,Cochin,2 stops,2019,6,24,13,25,After noon,2022,6,25,12,35,morning,12820,No info
9324,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,18,15,evening,2022,6,4,4,25,late night,14715,No info
9325,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,27,10,20,morning,2022,2,16,11,50,morning,8041,No info
9326,Multiple carriers,Delhi,Cochin,2 stops,2019,5,15,15,5,After noon,2022,5,16,1,30,late night,16841,No info
9327,Jet Airways,Delhi,Cochin,1 stop,2019,6,5,22,50,night,2022,5,7,4,25,late night,15555,No info
9328,GoAir,Delhi,Cochin,1 stop,2019,4,15,10,35,morning,2022,2,16,19,35,evening,5753,No info
9329,Vistara,Kolkata,Banglore,1 stop,2019,9,5,17,0,evening,2022,5,10,10,45,morning,8453,No info
9330,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,8,0,early morning,2022,2,16,19,15,evening,11762,In-flight meal not included
9331,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,13,0,After noon,2022,2,16,19,15,evening,14849,No info
9334,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,10,0,morning,2022,2,16,19,0,evening,10263,In-flight meal not included
9335,Vistara,Banglore,Delhi,non-stop,2019,6,6,7,0,early morning,2022,2,16,9,40,morning,4669,No info
9336,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,11,25,morning,2022,2,16,19,0,evening,9104,No info
9337,Jet Airways,Delhi,Cochin,1 stop,2019,12,6,21,50,night,2022,6,13,12,35,morning,10263,In-flight meal not included
9338,GoAir,Delhi,Cochin,1 stop,2019,6,27,7,25,early morning,2022,2,16,13,35,After noon,4526,No info
9339,Air India,Banglore,Delhi,non-stop,2019,4,27,10,0,morning,2022,2,16,12,45,morning,5229,No info
9340,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,21,25,night,2022,3,7,5,5,early morning,19226,No info
9341,Jet Airways,Mumbai,Hyderabad,non-stop,2019,9,5,10,20,morning,2022,2,16,11,50,morning,8041,No info
9342,Jet Airways,Delhi,Cochin,1 stop,2019,3,21,14,0,After noon,2022,3,22,4,25,late night,7439,In-flight meal not included
9343,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,4,0,late night,2022,2,16,15,30,After noon,13136,No info
9344,IndiGo,Delhi,Cochin,non-stop,2019,9,5,14,25,After noon,2022,2,16,17,40,evening,6016,No info
9345,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,17,0,evening,2022,5,19,1,30,late night,8284,No info
9346,SpiceJet,Chennai,Kolkata,non-stop,2019,9,6,8,20,early morning,2022,2,16,10,35,morning,3544,No check-in baggage included
9347,IndiGo,Kolkata,Banglore,non-stop,2019,3,27,10,10,morning,2022,2,16,12,55,morning,4149,No info
9348,GoAir,Banglore,New Delhi,1 stop,2019,3,15,15,45,After noon,2022,2,16,20,15,evening,7658,No info
9349,IndiGo,Kolkata,Banglore,1 stop,2019,12,5,19,35,evening,2022,2,16,23,15,night,5277,No info
9350,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,9,35,morning,2022,2,16,23,35,night,14152,No info
9351,Jet Airways,Mumbai,Hyderabad,non-stop,2019,6,21,10,20,morning,2022,2,16,11,50,morning,8041,No info
9352,IndiGo,Delhi,Cochin,2 stops,2019,9,3,11,55,morning,2022,2,16,21,20,night,8379,No info
9353,SpiceJet,Chennai,Kolkata,non-stop,2019,9,6,9,45,morning,2022,2,16,12,0,morning,3544,No check-in baggage included
9354,IndiGo,Banglore,Delhi,non-stop,2019,12,6,18,55,evening,2022,2,16,21,50,night,4824,No info
9355,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,18,55,evening,2022,5,16,8,15,early morning,14389,No info
9356,SpiceJet,Chennai,Kolkata,non-stop,2019,9,6,17,45,evening,2022,2,16,20,5,evening,3544,No check-in baggage included
9357,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,14,5,After noon,2022,2,16,20,45,evening,10845,In-flight meal not included
9358,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,6,30,early morning,2022,2,16,18,15,evening,10845,In-flight meal not included
9359,SpiceJet,Delhi,Cochin,1 stop,2019,12,6,17,55,evening,2022,2,16,22,50,night,4958,No info
9360,IndiGo,Delhi,Cochin,1 stop,2019,5,15,7,35,early morning,2022,2,16,16,10,After noon,6443,No info
9361,Air India,Delhi,Cochin,1 stop,2019,5,15,17,20,evening,2022,5,16,9,25,morning,7481,No info
9362,IndiGo,Delhi,Cochin,1 stop,2019,1,4,20,25,evening,2022,4,2,1,30,late night,5074,No info
9363,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,16,30,After noon,2022,2,16,22,35,night,14782,No info
9364,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,9,45,morning,2022,2,16,16,10,After noon,9647,No info
9365,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,6,30,early morning,2022,2,16,16,20,After noon,7852,In-flight meal not included
9366,SpiceJet,Mumbai,Hyderabad,non-stop,2019,3,24,5,45,early morning,2022,2,16,7,5,early morning,2176,No check-in baggage included
9367,Air India,Kolkata,Banglore,2 stops,2019,9,5,10,0,morning,2022,5,10,5,25,early morning,14425,No info
9368,Jet Airways,Delhi,Cochin,2 stops,2019,12,6,9,40,morning,2022,2,16,19,0,evening,13015,No info
9369,Jet Airways,Delhi,Cochin,1 stop,2019,6,4,2,15,late night,2022,2,16,19,0,evening,5178,In-flight meal not included
9370,Multiple carriers,Delhi,Cochin,1 stop,2019,3,3,10,45,morning,2022,2,16,18,50,evening,15136,No info
9371,Air India,Banglore,Delhi,non-stop,2019,6,21,21,5,night,2022,2,16,23,55,night,5229,No info
9372,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,11,40,morning,2022,3,2,5,5,early morning,22271,No info
9373,SpiceJet,Chennai,Kolkata,non-stop,2019,6,15,9,45,morning,2022,2,16,12,0,morning,3544,No check-in baggage included
9374,Jet Airways,Delhi,Cochin,2 stops,2019,5,18,23,5,night,2022,5,19,19,0,evening,15130,No info
9375,IndiGo,Delhi,Cochin,1 stop,2019,6,15,6,40,early morning,2022,2,16,21,0,night,6094,No info
9376,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,14,5,After noon,2022,2,16,20,20,evening,11088,In-flight meal not included
9377,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,9,0,morning,2022,2,16,21,0,night,7409,No info
9378,IndiGo,Kolkata,Banglore,1 stop,2019,5,24,21,0,night,2022,5,25,2,15,late night,6535,No info
9380,Jet Airways,Banglore,Delhi,non-stop,2019,6,18,7,10,early morning,2022,2,16,10,10,morning,8017,No info
9381,Air India,Mumbai,Hyderabad,1 stop,2019,12,3,5,55,early morning,2022,2,16,19,10,evening,8529,No info
9383,Air India,Delhi,Cochin,2 stops,2019,9,6,17,15,evening,2022,6,10,19,15,evening,12200,No info
9384,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,10,0,morning,2022,5,22,1,30,late night,14068,No info
